1	3145
2	3519
3	1972
4	3191
5	2983
6	3284
7	2421
8	3029
9	3118
10	3634
11	2548
12	3446
13	2797
14	3478
15	2859
16	2676
17	3263
18	3232
19	3320
20	3147
21	2977
22	3546
23	2932
24	2353
25	3926
26	2652
27	3495
28	2676
29	1918
30	3103
31	2684
32	2803
33	2976
34	3019
35	3082
36	2744
37	3014
38	2873
39	3055
40	2953
41	2959
42	2565
43	2717
44	3382
45	3682
46	3294
47	2569
48	3350
49	3335
50	2838
51	4296
52	2047
53	2461
54	3303
55	2851
56	2585
57	2152
58	2455
59	3294
60	3691
61	3537
62	2899
63	3249
64	3016
65	3539
66	2095
67	3064
68	3118
69	2964
70	2640
71	2450
72	3025
73	3641
74	3176
75	2381
76	2585
77	3667
78	3263
79	2737
80	3074
81	3215
82	3120
83	3084
84	2712
85	2961
86	3511
87	3357
88	2671
89	1830
90	3343
91	2865
92	3160
93	3063
94	2751
95	2815
96	3403
97	2976
98	3703
99	2192
100	2741
101	3057
102	3372
103	3365
104	3250
105	2797
106	3515
107	3451
108	3883
109	3037
110	3377
111	3306
112	2777
113	3139
114	3230
115	3299
116	3548
117	2717
118	3659
119	2906
120	3634
121	3184
122	3330
123	2911
124	2822
125	3041
126	3330
127	3251
128	2637
129	2857
130	2425
131	3871
132	3947
133	3472
134	3369
135	2679
136	2614
137	2786
138	3333
139	3141
140	3277
141	2985
142	2846
143	2487
144	2851
145	3142
146	3279
147	3569
148	3022
149	3070
150	4033
151	3051
152	3229
153	3610
154	3507
155	3030
156	2921
157	3103
158	3248
159	3071
160	2956
161	3312
162	1986
163	3318
164	3668
165	3011
166	2704
167	2625
168	4154
169	3177
170	3999
171	3088
172	2566
173	3181
174	3875
175	2766
176	3288
177	2879
178	3613
179	3636
180	3530
181	2774
182	2532
183	3885
184	3375
185	3594
186	3454
187	2769
188	2741
189	3866
190	3170
191	2746
192	2547
193	3473
194	2960
195	4257
196	2614
197	2858
198	2982
199	2937
200	2899
201	1977
202	2834
203	3446
204	3427
205	2512
206	3294
207	2255
208	3465
209	4123
210	2463
211	3427
212	3523
213	2483
214	2956
215	2963
216	2992
217	2461
218	3346
219	3396
220	2630
221	3750
222	3627
223	2799
224	3324
225	3391
226	3447
227	2928
228	3558
229	3420
230	2788
231	2705
232	2858
233	3201
234	2495
235	4451
236	2363
237	3193
238	3100
239	2934
240	3266
241	2922
242	2932
243	2880
244	3898
245	3501
246	3815
247	2860
248	3297
249	3124
250	3615
251	2838
252	3197
253	3223
254	3486
255	2811
256	2357
257	3886
258	3674
259	3114
260	2599
261	3109
262	2837
263	4074
264	3118
265	3063
266	4082
267	3456
268	2824
269	3101
270	2616
271	2847
272	3855
273	3086
274	3313
275	3770
276	3266
277	2979
278	3513
279	2845
280	2796
281	3363
282	3093
283	3272
284	3053
285	2430
286	3347
287	3690
288	3030
289	3130
290	2658
291	2775
292	3006
293	2614
294	3239
295	2877
296	3309
297	3588
298	3483
299	2585
300	2597
301	2477
302	2626
303	3398
304	2183
305	2400
306	2549
307	2905
308	2534
309	3137
310	3162
311	3252
312	3717
313	2237
314	3318
315	2990
316	2500
317	3408
318	2561
319	3754
320	3197
321	3541
322	3492
323	2861
324	3463
325	2819
326	3053
327	2927
328	2694
329	3019
330	3069
331	3270
332	3318
333	3504
334	2612
335	2500
336	2185
337	3225
338	1606
339	2950
340	3341
341	2764
342	2752
343	3645
344	2648
345	3271
346	3094
347	3014
348	2773
349	2942
350	3065
351	3121
352	2764
353	2708
354	3272
355	2992
356	2727
357	2198
358	2914
359	3332
360	3412
361	3050
362	2774
363	2847
364	3687
365	3286
366	2793
367	2711
368	3703
369	3150
370	3407
371	3228
372	2783
373	2824
374	2899
375	3391
376	2441
377	3494
378	3055
379	3041
380	3374
381	2835
382	3706
383	2936
384	3017
385	3520
386	2932
387	1960
388	3847
389	3514
390	2522
391	2509
392	2920
393	2544
394	2573
395	3316
396	2724
397	3025
398	3821
399	3245
400	2895
401	3507
402	3027
403	3295
404	3161
405	2604
406	2350
407	2501
408	4034
409	3875
410	2649
411	3277
412	2963
413	3061
414	2207
415	2573
416	3091
417	2901
418	3171
419	3747
420	3274
421	2859
422	3077
423	2240
424	2887
425	3590
426	2844
427	2716
428	3122
429	3462
430	2573
431	3124
432	2912
433	3350
434	4418
435	2370
436	3075
437	2345
438	2825
439	2383
440	2967
441	2952
442	2835
443	3109
444	2658
445	3284
446	3025
447	3864
448	2775
449	3433
450	3044
451	3080
452	3820
453	3228
454	3172
455	2465
456	2969
457	2770
458	3104
459	2869
460	1967
461	3495
462	2927
463	2901
464	3420
465	4037
466	2835
467	2737
468	3626
469	2901
470	2227
471	3075
472	2589
473	3050
474	3109
475	3049
476	3424
477	1983
478	3782
479	2379
480	2394
481	2457
482	2830
483	3022
484	2987
485	2718
486	3734
487	3392
488	4046
489	3263
490	2296
491	3594
492	2289
493	2557
494	3000
495	2738
496	3107
497	3718
498	3194
499	3253
500	2178
501	3039
502	3497
503	3102
504	2114
505	2671
506	2642
507	3182
508	3964
509	2810
510	2831
511	2506
512	1957
513	2599
514	3271
515	2975
516	2487
517	3371
518	2656
519	3830
520	3817
521	1892
522	2787
523	2864
524	3409
525	3299
526	2402
527	3426
528	2780
529	3025
530	3150
531	2872
532	2826
533	3326
534	2447
535	3028
536	2961
537	3144
538	3638
539	2848
540	2576
541	2618
542	3153
543	2766
544	2717
545	2269
546	2147
547	3104
548	2849
549	2615
550	2659
551	4189
552	2302
553	3470
554	3082
555	3326
556	3470
557	3722
558	2626
559	2590
560	3354
561	3275
562	2770
563	3409
564	2631
565	3142
566	3180
567	1716
568	2722
569	3606
570	3525
571	2933
572	4046
573	2382
574	3427
575	3437
576	3095
577	3084
578	3366
579	3055
580	2760
581	3264
582	2741
583	3703
584	3556
585	3169
586	3343
587	3432
588	3670
589	3365
590	2822
591	3075
592	3472
593	2734
594	2029
595	3238
596	2697
597	2782
598	2695
599	3565
600	2623
601	3008
602	3198
603	3330
604	2512
605	3632
606	2749
607	3339
608	2717
609	2511
610	3212
611	3060
612	2928
613	3195
614	2614
615	2898
616	3596
617	2642
618	3741
619	2724
620	2991
621	3194
622	2527
623	3336
624	2839
625	3097
626	2483
627	2697
628	3459
629	2769
630	3779
631	2776
632	3104
633	2858
634	3242
635	3242
636	2727
637	3382
638	2878
639	2410
640	3103
641	3528
642	3690
643	3525
644	3511
645	2763
646	3164
647	4236
648	3288
649	3125
650	4166
651	3032
652	3882
653	2474
654	2968
655	3530
656	2871
657	2686
658	2769
659	2354
660	2943
661	2656
662	2992
663	3527
664	3267
665	3482
666	2113
667	2241
668	3392
669	2158
670	2602
671	2938
672	2403
673	2654
674	2766
