1	10624
2	11103
3	12321
4	11011
5	11867
6	11637
7	11774
8	10695
9	11435
10	11449
11	12356
12	12517
13	10986
14	11880
15	11308
16	11238
17	10451
18	10754
19	12569
20	14739
21	12199
22	12519
23	12393
24	11957
25	12296
26	12224
27	10505
28	9983
29	12370
30	10292
31	11626
32	10348
33	10154
34	10000
35	13445
36	11836
37	10788
38	11755
39	10979
40	11151
41	11607
42	11465
43	12280
44	11818
45	11137
46	10804
47	11875
48	12043
49	13696
50	11279
51	10708
52	11578
53	12246
54	12099
55	11790
56	11627
57	11185
58	13076
59	11918
60	11284
61	11422
62	10938
63	10484
64	10872
65	10496
66	11919
67	11532
68	11222
69	11033
70	11075
71	11474
72	11759
73	11901
74	11065
75	12892
76	10389
77	13189
78	11985
79	12348
80	12065
81	10912
82	10857
83	10691
84	11608
85	10031
86	12357
87	11099
88	11354
89	12509
90	10665
91	11398
92	10727
93	11558
94	10576
95	11647
96	12674
97	11951
98	12109
99	10460
100	11386
101	9879
102	12916
103	10461
104	10787
105	10363
106	11930
107	11302
108	12930
109	11145
110	11492
111	11693
112	9816
113	12333
114	10913
115	13226
116	12133
117	10724
118	12196
119	12734
120	11856
121	11202
122	11207
123	11668
124	11165
125	11440
126	11352
127	10871
128	10804
129	11220
130	12449
131	10743
132	10407
133	12149
134	12390
135	11993
136	12410
137	11064
138	11426
139	11705
140	9113
141	11145
142	13790
143	11675
144	12197
145	11819
146	12836
147	10212
148	11305
149	11009
150	11395
151	10192
152	12800
153	12165
154	11139
155	11491
156	11611
157	11658
158	14383
159	11082
160	11194
161	10264
162	12319
163	11404
164	12050
165	11160
166	11861
167	12172
168	11030
169	10649
170	11866
171	10746
172	11866
173	11426
174	12426
175	11160
176	10203
177	13349
178	11456
179	10910
180	11782
181	11192
182	12133
183	10355
184	13067
185	11895
186	11899
187	10043
188	12793
189	12769
190	10605
191	11341
192	12060
193	10689
194	9297
195	10079
196	12905
197	11226
198	10703
199	11656
200	12610
201	11990
202	12787
203	11427
204	11243
205	11607
206	10080
207	12930
208	11543
209	13800
210	10429
211	11381
212	11219
213	11248
214	10128
215	11718
216	11371
217	12292
218	11856
219	11937
220	10551
221	11725
222	11956
223	11442
224	10203
225	10299
226	11607
227	12086
228	12111
229	11776
230	11313
231	9686
232	11521
233	12151
234	12133
235	11131
236	10903
237	11254
238	11522
239	11157
240	11176
241	11850
242	11473
243	12725
244	11949
245	11311
246	11229
247	11304
248	12132
249	11808
250	12914
251	11912
252	11454
253	11382
254	10850
255	11135
256	13051
257	11194
258	12458
259	11705
260	12181
261	10576
262	11237
263	13909
264	13057
265	10515
266	12210
267	11844
268	13296
269	11107
270	12995
271	12438
272	12531
273	11489
274	12642
275	11169
276	10873
277	12869
278	11473
279	11728
280	12655
281	11344
282	11040
283	12266
284	10879
285	12201
286	10871
287	11609
288	12634
289	11119
290	12710
291	11820
292	11219
293	11018
294	11927
295	12481
296	11343
297	10042
298	10152
299	11506
300	12218
301	11488
302	12182
303	13026
304	11621
305	12090
306	11102
307	12669
308	9188
309	13151
310	11543
311	11433
312	12804
313	13534
314	11775
315	10937
316	10794
317	11578
318	11664
319	11517
320	10522
321	11729
322	12065
323	11186
324	13347
325	13251
326	10471
327	11620
328	11915
329	10293
330	10344
331	11170
332	12677
333	10842
334	11867
335	9177
336	11397
337	10421
338	13462
339	12914
340	13171
341	13038
342	10641
343	11355
344	11844
345	10029
346	12445
347	12229
348	10164
349	12109
350	10295
351	11001
352	12953
353	11785
354	10888
355	11764
356	12016
357	10496
358	13136
359	11463
360	9944
361	11275
362	10718
363	12228
364	11584
365	10075
